"timestamp","machine_id","vibration","acoustic","temperature","current","IMF_1","IMF_2","IMF_3","label"
2024-07-01 08:00:00,"M01",1.06871523145658,0.558860996975585,64.3486928781575,10.8297545733024,0.219331247430621,0.119401290270215,0.0494730555168983,0
2024-07-01 08:01:00,"M02",0.91411696752621,0.469375174723427,62.0590744359635,11.6298813391452,0.217844133445919,0.126874215270726,0.0615875127246119,0
2024-07-01 08:02:00,"M03",0.687706389072288,0.472918554123349,64.2959328377839,13.0981024335816,0.10997738367482,0.076873400247962,0.0362164898823323,0
2024-07-01 08:03:00,"M04",0.378889250767482,0.593573359978703,62.4909364010713,14.1495796709571,0.266770756887371,0.0473036042566104,0.0319397918410152,0
2024-07-01 08:04:00,"M01",0.803404018374909,0.626666757207475,67.2079777986415,12.1524914668236,0.246636585422811,0.0544071786310406,0.0670473144521678,0
2024-07-01 08:05:00,"M02",0.860911808881199,0.397085495085235,71.5040722379967,10.0773960975494,0.16794228668644,0.0542269922628252,0.0266491255373076,0
2024-07-01 08:06:00,"M03",0.369147812573492,0.732933006189811,77.9902132623979,7.61986927049125,0.193360173276181,0.113993459185783,0.0234756454649789,0
2024-07-01 08:07:00,"M04",0.850951682951667,0.542308772305683,64.5485487142105,17.0791268285053,0.167950096068424,0.0907605188909871,0.0471212187757938,0
2024-07-01 08:08:00,"M01",0.618000199412366,0.576295826758337,53.9187116985136,10.0703192467863,0.236519125304384,0.0711353948078295,0.0667272007440608,0
2024-07-01 08:09:00,"M02",0.862133279735614,0.557362572768173,67.8167387904359,13.7877666084618,0.217526669682482,0.0287647974102117,0.054004146038381,0
2024-07-01 08:10:00,"M03",1.09272922398688,0.698567221116305,77.6116180794092,13.3072038214812,0.142669991323727,0.0421296975042251,0.0220248904279541,0
2024-07-01 08:11:00,"M04",0.457868639470775,0.592696318617985,71.882502453671,8.24859771178114,0.141181546703565,0.0464541553747344,0.0452748328934559,0
2024-07-01 08:12:00,"M01",0.997265277287006,0.785941492613708,64.515161534582,11.7537369172671,0.243350074746086,0.0682667285549455,0.0528670816687918,0
2024-07-01 08:13:00,"M02",0.798322304734362,0.764787454078796,73.7270063504588,11.8977177818343,0.154194604916373,0.0830522465521092,0.0796438764032255,0
2024-07-01 08:14:00,"M03",0.585371548960362,0.829154062875247,56.2277390394341,11.5336690422435,0.146643895421221,0.127778666993422,0.0664165951553316,0
2024-07-01 08:15:00,"M04",0.586056869899571,0.603232208499004,63.9135080634784,10.9376317932565,0.0647314447194787,0.0538728377369324,0.0617408648818524,0
2024-07-01 08:16:00,"M01",0.841609262361954,0.470798723838074,76.3003617099837,9.20627685924683,0.121007145326317,0.0973635924710826,0.0263813342111378,0
2024-07-01 08:17:00,"M02",1.25214195135259,0.633280060499767,65.8133306620931,11.3085286227868,0.310664434492858,0.0469086051893037,0.0714511696807569,0
2024-07-01 08:18:00,"M03",0.926356414120248,0.555397091125676,68.1934328131268,10.2358415378848,0.216708100361935,0.115931321742683,0.023411099144822,0
2024-07-01 08:19:00,"M04",0.851295956971674,0.747591675401457,61.9819984194818,11.2448638493826,0.123062286262215,0.173190998949691,0.01669904075481,0
2024-07-01 08:20:00,"M01",0.874807412331826,0.806084775858974,63.6691234337937,15.5530369701736,0.156285246146787,0.160302252123777,0.0617807173440603,0
2024-07-01 08:21:00,"M02",0.818896310246251,0.794861155816791,71.7391741713496,12.5225538103391,0.270639655004121,0.0920325167240383,0.0439868751260039,0
2024-07-01 08:22:00,"M03",0.81724212042176,0.610901984813557,68.7771175338708,10.4767780845668,0.246633625444159,0.115851831291807,0.020357500453773,0
2024-07-01 08:23:00,"M04",0.894038039540868,0.735254330467161,66.0005851499414,12.9835650227988,0.267774999617973,0.0415334385218943,0.0571002569292571,0
2024-07-01 08:24:00,"M01",0.474096065263569,0.44396200452461,62.5131964572074,13.0122735448565,0.190058831941747,0.110143281738742,0.0438007271285974,0
2024-07-01 08:25:00,"M02",0.613438521610829,0.430780048196082,70.5581922897782,14.505438839439,0.235478807293814,0.136165431554433,0.0958503977349573,0
2024-07-01 08:26:00,"M03",0.481352676608969,0.624972325477222,68.487895105268,11.5321441523011,0.196915634222005,0.125731775663207,0.0449810972944008,0
2024-07-01 08:27:00,"M04",0.506683541586308,0.966742931535552,69.5695953423274,16.4097499265581,0.176108112582581,0.164981403949619,0.0360544506834682,0
2024-07-01 08:28:00,"M01",0.864063524769888,0.8074618397181,71.8558090328695,12.2168617237114,0.196915509206692,0.0793365375164586,0.0735471592413491,0
2024-07-01 08:29:00,"M02",0.785040143272909,0.434277848968959,68.609419867606,10.8118973555094,0.189964552522686,0.11633811308678,0.0669754151333994,0
2024-07-01 08:30:00,"M03",0.676461866766087,0.55137891779977,62.9742469006004,12.6411634581022,0.0967493558817759,0.0547405844734496,0.0368010812741927,0
2024-07-01 08:31:00,"M04",0.655591737059518,0.688250305558383,69.7821089841568,13.5559077121856,0.184065153199853,0.0655966824408744,0.0491403100368184,0
2024-07-01 08:32:00,"M01",0.766144517647825,0.806345847111428,69.101611591069,14.1735325817135,0.253039357712511,0.125600048643822,0.0467261636002994,0
2024-07-01 08:33:00,"M02",0.696513834837256,0.338746168440543,64.4886380622147,14.1176858724962,0.132808741899516,0.129845055345711,0.0303843325842056,0
2024-07-01 08:34:00,"M03",0.794450096044366,0.855441709733275,69.4280423683006,15.4288498369608,0.227325515758658,0.105743727612758,0.0367841041493798,0
2024-07-01 08:35:00,"M04",1.01309435162523,0.640759888585879,56.1644843485143,10.9831084424326,0.204404966640948,0.10189439377947,0.058169158851939,0
2024-07-01 08:36:00,"M01",0.869874483746549,0.418513177026576,66.7084287025594,12.1822374716873,0.265619651254873,0.103561097271355,0.0654413544603659,0
2024-07-01 08:37:00,"M02",0.997266377512303,0.611705214802723,66.7042479995188,9.18236781721615,0.15016723857584,0.124092706647609,0.0542453891110857,0
2024-07-01 08:38:00,"M03",0.350914041967651,0.543471259198794,60.3444369431004,13.6639862705641,0.104013571736098,0.0918179711242365,0.0603871653944661,0
2024-07-01 08:39:00,"M04",0.807854642329086,0.650120679112821,51.8181771962711,14.1536403376452,0.26816615247156,0.117044359585265,0.0577227169441946,0
2024-07-01 08:40:00,"M01",0.962059320984272,0.661064256295285,67.9132572628536,10.7753553542358,0.245810585936028,0.117726258542035,0.0449485767395246,0
2024-07-01 08:41:00,"M02",1.20447383460675,0.555001737961363,67.7786917252073,11.8032720341173,0.129298296103684,0.131885552629485,0.0646730166112759,0
2024-07-01 08:42:00,"M03",0.802465755908212,0.839431880412596,62.3413445340299,14.0833887726694,0.199582530696017,0.0882303251346856,0.0248198641301565,0
2024-07-01 08:43:00,"M04",0.830545959552706,0.402401154975354,68.3209513808095,11.5676660045562,0.106578935313919,0.105930348954555,0.0703251728622983,0
2024-07-01 08:44:00,"M01",0.899795211333599,0.704262934888527,66.4714230085707,12.1490449844931,0.117725262745088,0.100384765940421,0.0285484704896451,0
2024-07-01 08:45:00,"M02",0.884655797341945,0.61893492795099,61.6464527067815,11.6903910719117,0.249686352570923,0.107995246968218,0.0473574029912606,0
2024-07-01 08:46:00,"M03",0.788458633759645,0.504047364297656,57.4087129930364,11.0338624074601,0.205348497278506,0.0737314942833898,0.0806476903826033,0
2024-07-01 08:47:00,"M04",0.425572158423243,0.639464163013941,59.2860177847986,9.31085668680218,0.178529472252992,0.0833848095516413,0.071590899210283,0
2024-07-01 08:48:00,"M01",0.761199100285185,0.410303579704112,61.1394886040133,13.0913418264831,0.160792996697329,0.16479040660871,0.0289226467201794,0
2024-07-01 08:49:00,"M02",0.945226875715681,0.661388395642179,60.1690189897039,14.0973780779563,0.124574036994293,0.0996958865764453,0.0293326010988948,0
2024-07-01 08:50:00,"M03",0.570299675569827,0.599010287452865,68.9919652333405,11.6573970947507,0.219676255810075,0.106119536269477,0.0209099031477748,0
2024-07-01 08:51:00,"M04",0.796123961099085,0.381437349367257,68.3073557896926,13.5166211280376,0.204312966753445,0.170925241793265,0.0486373506535048,0
2024-07-01 08:52:00,"M01",0.770628548113767,0.398543632220589,54.8421854515721,11.8844343968557,0.20798263537961,0.156505321009955,0.0839841902542477,0
2024-07-01 08:53:00,"M02",0.554605902864245,0.551421324372517,66.8287045993913,9.36065771017402,0.212108333175295,0.0887466485197906,0.0558502635602511,0
2024-07-01 08:54:00,"M03",0.647188063037589,0.475600912565372,60.3636066000754,10.4603612110361,0.206674406663685,0.095324601643296,0.0317724414780377,0
2024-07-01 08:55:00,"M04",0.69360774804619,0.597365379567129,65.1664535082665,12.0579583247791,0.1783024831929,0.100062194237288,0.0356434514909469,0
2024-07-01 08:56:00,"M01",0.677219138434941,0.476562147569297,60.4581229095288,12.3334531484084,0.17091645537489,0.0770063693620389,0.0493051160313972,0
2024-07-01 08:57:00,"M02",0.850952513163887,0.553866234453138,69.7464479061509,12.565476219095,0.18567996975932,0.113747766999353,0.0265002824594018,0
2024-07-01 08:58:00,"M03",0.730397663425507,0.646718916637429,65.5745609407282,14.2003174359623,0.256932308726373,0.0896115319662292,0.0566418190424729,0
2024-07-01 08:59:00,"M04",0.750924656301721,0.561788554853807,73.6729322355991,10.467761804917,0.214033375915119,0.0855274053403573,0.0555623598855913,0
2024-07-01 09:00:00,"M01",0.988821497411801,0.63400120087955,64.5814482716526,13.243820385275,0.203343474188421,0.0959170849589491,0.0765870979370456,0
2024-07-01 09:01:00,"M02",0.657076462931793,0.566693430662337,66.1768239819087,11.8345188319136,0.198050726926058,0.115394186377968,0.0545429757651736,0
2024-07-01 09:02:00,"M03",0.957937941098084,0.253501509376805,62.2407627968889,11.6175908222491,0.127215052950919,0.0419241107479198,0.074426893676564,0
2024-07-01 09:03:00,"M04",0.587254484212606,0.585765507755256,70.3610750398267,12.2070478574317,0.0817436169306354,0.110485700940124,0.0278017902036537,0
2024-07-01 09:04:00,"M01",0.746421402533304,0.626727813120811,60.7406802193795,10.9339187427134,0.176682302015838,0.0844018362333065,0.0416895788697954,0
2024-07-01 09:05:00,"M02",0.797547197930253,0.289409053436726,65.5393200698418,10.8099755363605,0.205029795315514,0.165123497802077,0.0754236389859383,0
